bus id,source,destination,distance,fare,time,day,date
25003,Jn. Of Nagavara,Dasarahalli (Tumkur Rd),10506,19,19:10,Wednesday,09-02-2024
25004,Jn. Of Nagavara,Bowring Institute (SBI),10943,27,07:30,Thursday,24-02-2024
25005,Jn. Of Nagavara,Siddapur,9029,17,18:00,Sunday,23-02-2024
25006,Jn. Of Nagavara,NGV Center,19217,39,17:50,Thursday,14-02-2024
25007,Jn. Of Nagavara,Koramangala 1st Block,18363,48,16:40,Saturday,13-02-2024
25008,Jn. Of Nagavara,Coles park,18919,32,23:40,Sunday,14-02-2024
25009,Jn. Of Nagavara,Fraser town (Doddi stop),17107,48,21:00,Friday,14-02-2024
25010,Jn. Of Nagavara,MEI (Tumkur RD),20762,39,03:00,Friday,13-02-2024
25011,Jn. Of Nagavara,Jalahalli Cross,15809,30,09:10,Monday,27-02-2024
25012,Jn. Of Nagavara,Basaveshwara Circle (L.H.),13594,29,07:30,Friday,12-02-2024
25013,Jn. Of Nagavara,Richmond Circle (Opp Bangalore,12206,29,22:50,Saturday,18-02-2024
25014,Jn. Of Nagavara,Kathariguppe,7964,17,08:10,Friday,22-02-2024
25015,Jn. Of Nagavara,Madiwala Masjid,11346,27,07:40,Sunday,12-02-2024
25016,Jn. Of Nagavara,Adugodi Police Quarters,9384,17,12:10,Saturday,25-02-2024
25017,Jn. Of Nagavara,Lake Side Hospital,7006,17,08:30,Sunday,15-02-2024
25018,Jn. Of Nagavara,Bangalore Club (Richmond Circl,8429,17,00:00,Friday,13-02-2024
25019,Jn. Of Nagavara,Domlur,10350,27,15:20,Tuesday,07-02-2024
25020,Jn. Of Nagavara,Halasuru (Ulsoor) Lake,10863,27,16:20,Sunday,14-02-2024
25021,Jn. Of Nagavara,Yeshwantpur Junction,13849,29,12:20,Wednesday,22-02-2024
25022,Jn. Of Nagavara,Brigade Road (St Patricks Chur,9367,25,15:30,Saturday,19-02-2024
25023,Jn. Of Nagavara,Kogillu Cross,10546,27,20:50,Monday,29-02-2024
25024,Jn. Of Nagavara,Jeevanbhima Nagar,7643,20,07:20,Saturday,18-02-2024
25025,Jn. Of Nagavara,Indira Nagar Police Station,7745,15,17:00,Wednesday,12-02-2024
25026,Jn. Of Nagavara,J.C. Nagar,7680,20,11:10,Tuesday,15-02-2024
25027,Jn. Of Nagavara,K.G. Halli,12387,27,12:50,Friday,16-02-2024
25028,Jn. Of Nagavara,Govindapura Cross,12403,35,23:10,Wednesday,27-02-2024
25029,Jn. Of Nagavara,Arabic college,11163,27,23:20,Wednesday,14-02-2024
25030,Jn. Of Nagavara,Kengeri,12464,27,02:10,Wednesday,06-02-2024
25031,Jn. Of Nagavara,Mylasandra (Mysore Raod),15217,30,04:10,Wednesday,26-02-2024
25032,Jn. Of Nagavara,Corporation (Kalinga RD),13676,29,14:10,Monday,05-02-2024
25033,Jn. Of Nagavara,Corporation Office,12347,29,22:30,Sunday,10-02-2024
25034,Jn. Of Nagavara,IIM-B,11881,27,17:50,Sunday,14-02-2024
25035,Jn. Of Nagavara,Lalbagh Main Gate,13891,20,09:50,Monday,06-02-2024
25036,Jn. Of Nagavara,Purnima Bus Stop,15004,30,05:10,Friday,19-02-2024
25037,Jn. Of Nagavara,G.D. Marra (J.P. Nagar 3rd Ph),14954,30,13:50,Thursday,23-02-2024
25038,Jn. Of Nagavara,BTM Check Post,13616,20,23:10,Tuesday,09-02-2024
25039,Jn. Of Nagavara,BIAL Bus Stop,12831,20,11:20,Saturday,03-02-2024
25040,Jn. Of Nagavara,Malleshwaram 18th Cross,12599,20,11:10,Sunday,21-02-2024
25041,Jn. Of Nagavara,Madiwala (Check Post),11623,20,19:20,Thursday,15-02-2024
25042,Jn. Of Nagavara,Bangalore University Gate,15689,22,06:50,Saturday,16-02-2024
25043,Jn. Of Nagavara,Panthara palya,16712,36,00:10,Monday,20-02-2024
25044,Jn. Of Nagavara,Vinayaka Stop,16666,30,19:30,Sunday,19-02-2024
25045,Jn. Of Nagavara,Jaraganhalli,15650,30,03:00,Thursday,25-02-2024
25046,Jn. Of Nagavara,Metro Mall (Kanakapura RD),16821,30,09:40,Tuesday,05-02-2024
25047,Jn. Of Nagavara,Sarakki Gate,13773,20,09:50,Thursday,04-02-2024
25048,Jn. Of Nagavara,Jayadeva (Opp Shoppers Stop),14153,34,22:20,Thursday,26-02-2024
25049,Jn. Of Nagavara,Byatarayanapura (Blry RD),14040,29,13:20,Saturday,26-02-2024
25050,Jn. Of Nagavara,Esteem Mall,14372,29,17:10,Tuesday,08-02-2024
25051,Jn. Of Nagavara,Jal Bhavan (Bannerghatta RD),16829,30,01:40,Monday,20-02-2024
25052,Jn. Of Nagavara,Kodihalli,16392,35,13:00,Sunday,22-02-2024
25053,Jn. Of Nagavara,Electric Stop (Manipal Center),15244,34,11:00,Thursday,24-02-2024
25054,Jn. Of Nagavara,Cunnighama Road,12419,27,05:20,Tuesday,15-02-2024
25055,Jn. Of Nagavara,Jn. of Koramangala 80ft RD,11341,32,21:20,Monday,21-02-2024
25056,Jn. Of Nagavara,Bommanahalli,13687,29,20:50,Monday,29-02-2024
25057,Jn. Of Nagavara,Hotel Windsor Manor (Le Meride,6164,15,14:00,Friday,21-02-2024
25058,Jn. Of Nagavara,Halasuru (Ulsoor),11284,27,21:00,Friday,15-02-2024
25059,Jn. Of Nagavara,Taj Residency,10106,19,02:00,Tuesday,10-02-2024
25060,Jn. Of Nagavara,Agara,9420,17,17:10,Saturday,24-02-2024
25061,Jn. Of Nagavara,Accenture,8609,17,03:00,Friday,15-02-2024
25062,Jn. Of Nagavara,Kalyananagar,8126,17,04:50,Monday,10-02-2024
25063,Jn. Of Nagavara,Infosys (Parking Lot),7498,20,12:30,Saturday,14-02-2024
25064,Jn. Of Nagavara,Corporation (Kasturba Road),7403,20,15:40,Friday,22-02-2024
25065,Jn. Of Nagavara,Hotel Le Meridean,11989,29,19:50,Wednesday,02-02-2024
25066,Jn. Of Nagavara,Military Accounts Office (Trin,16867,39,01:50,Tuesday,24-02-2024
25067,Jn. Of Nagavara,Command Hospital,9778,25,11:10,Sunday,05-02-2024
25068,Jn. Of Nagavara,Hotel Leela Palace (Opp Royal,9712,25,19:40,Tuesday,07-02-2024
25069,Jn. Of Nagavara,Borewell (Marathahali RD),7618,20,03:20,Wednesday,20-02-2024
25070,Jn. Of Nagavara,Central Silk Board (Hosur RD),11464,30,20:30,Monday,15-02-2024
25071,Jn. Of Nagavara,Minerva Circle,5707,15,00:10,Wednesday,18-02-2024
25072,Jn. Of Nagavara,Marathalli Bridge,1808,5,18:00,Tuesday,18-02-2024
25073,Jn. Of Nagavara,HAL Main Gate (OPP),1328,0,22:40,Wednesday,20-02-2024
25074,Jn. Of Nagavara,Koramangala Water tank,7121,20,15:00,Thursday,18-02-2024
25075,Jn. Of Nagavara,Jn.of Sarjapur RD,4990,15,11:40,Monday,25-02-2024
25076,Jn. Of Nagavara,Intel,4404,15,15:40,Wednesday,26-02-2024
25077,Jn. Of Nagavara,Marathahalli Bridge (ORR),3655,10,10:40,Thursday,03-02-2024
25078,Jn. Of Nagavara,Chikkalasandra Bus Stand,6246,20,23:00,Wednesday,01-02-2024
25079,Jn. Of Nagavara,Padmanabhanagara,6714,15,02:30,Monday,06-02-2024
25080,Jn. Of Nagavara,Dalmiya Circle (J.P. Nagar 3rd,5718,15,13:40,Monday,13-02-2024
25081,Jn. Of Nagavara,Vijaya College,4518,10,23:40,Tuesday,18-02-2024
25082,Jn. Of Nagavara,Kalyananagar,7973,20,22:50,Wednesday,07-02-2024
25083,Jn. Of Nagavara,Kempe Gowda Bus Station,5597,10,03:30,Sunday,20-02-2024
25084,Jn. Of Nagavara,Hotel Grand Ashoka,6015,15,03:10,Friday,25-02-2024
25085,Jn. Of Nagavara,Rajajinagar/Navaranga,7554,15,18:20,Wednesday,07-02-2024
25086,Jn. Of Nagavara,Malleshwaram Bus Station,5877,15,09:40,Wednesday,05-02-2024
25087,Jn. Of Nagavara,Sadashivanagar Bhashyam Circle,5361,15,18:50,Monday,10-02-2024
25088,Jn. Of Nagavara,Kuvempu Nagar (BTM Layout),4790,10,17:40,Friday,14-02-2024
25089,Jn. Of Nagavara,Bamboo Bazaar,7350,20,16:10,Thursday,13-02-2024
25090,Jn. Of Nagavara,Coles RD (Jn. Of Netaji RD),6676,15,20:00,Monday,23-02-2024
25091,Jn. Of Nagavara,Venketeshpuram01,7332,15,03:30,Tuesday,29-02-2024
25092,Jn. Of Nagavara,Thanisandra Petrol Bunk,9250,25,20:50,Wednesday,26-02-2024
25093,Jn. Of Nagavara,RK Hegde nagar,7252,15,10:20,Monday,06-02-2024
25094,Jn. Of Nagavara,Diamond District,3637,10,00:40,Thursday,14-02-2024
25095,Jn. Of Nagavara,Shivaji Nagar Bus Station,4584,10,13:20,Saturday,10-02-2024
25096,Jn. Of Nagavara,Vasanth Nagar (Ambedkar Bhavan,1623,0,09:30,Thursday,16-02-2024
25097,Jn. Of Nagavara,K Narayanapura Cross (RK Hegde,5214,10,16:30,Saturday,08-02-2024
25098,Jn. Of Nagavara,RAK Apartments,3136,5,23:10,Wednesday,14-02-2024
25099,Jn. Of Nagavara,Thinnasandra,2103,0,09:10,Sunday,15-02-2024
25100,Jn. Of Nagavara,Gubbi Cross,4088,10,18:30,Sunday,20-02-2024
25101,Jn. Of Nagavara,Geddalahalli,5768,10,14:20,Thursday,25-02-2024
25102,Jn. Of Nagavara,Vidyasagar Cross (Sarai palya),1009,0,20:30,Tuesday,08-02-2024
25103,Jn. Of Nagavara,Thinnasandra Petrol Bunk,951,0,22:00,Sunday,12-02-2024
25104,Jn. Of Nagavara,Railway Gate (Frazer Town),1143,0,01:30,Thursday,19-02-2024
25105,Jn. Of Nagavara,P and T Colony,2237,5,19:00,Sunday,23-02-2024
25106,Jn. Of Nagavara,CSI Hospital,2350,5,19:10,Sunday,25-02-2024
25107,Jn. Of Nagavara,Gandhi Statue (Chinnaswami),2061,5,08:30,Monday,04-02-2024
25108,Jn. Of Nagavara,Spice Garden,4449,10,02:00,Thursday,27-02-2024
25109,Jn. Of Nagavara,Kundalahalli Gate,4066,10,16:30,Thursday,01-02-2024
25110,Jn. Of Nagavara,Museum road,3112,10,05:20,Wednesday,29-02-2024
25111,Jn. Of Nagavara,Clarence School,4836,15,02:00,Monday,22-02-2024
25112,Jn. Of Nagavara,Charles School Bus Stop,7578,25,08:20,Tuesday,27-02-2024
25113,Jn. Of Nagavara,Lingarajpura,7329,20,14:30,Thursday,04-02-2024
25114,Jn. Of Nagavara,Hosur Bande,9104,17,00:50,Wednesday,22-02-2024
25115,Jn. Of Nagavara,Byrthi Bande,3484,5,23:40,Thursday,28-02-2024
25116,Jn. Of Nagavara,Bible College,8330,22,08:20,Wednesday,12-02-2024
25117,Jn. Of Nagavara,Kadasonnapanahalli,5728,15,05:50,Sunday,25-02-2024
25118,Jn. Of Nagavara,Jyothi School,6760,15,04:50,Sunday,22-02-2024
25119,Jn. Of Nagavara,Siddagunta Palya,7729,20,01:20,Saturday,26-02-2024
25120,Jn. Of Nagavara,Tin Factory,6508,15,14:50,Saturday,27-02-2024
25121,Jn. Of Nagavara,Kacharakanahalli,8018,20,11:20,Wednesday,06-02-2024
25122,Jn. Of Nagavara,K.R. Puram Bus Stand,9349,25,11:40,Sunday,05-02-2024
25123,Jn. Of Nagavara,Siddaguntapalya Cross,6822,20,16:10,Saturday,21-02-2024
25124,Jn. Of Nagavara,Trinity Circle (TAJ RESIDENCY),6616,15,18:50,Tuesday,19-02-2024
25125,Jn. Of Nagavara,ST John's Hospital,8349,20,09:10,Tuesday,13-02-2024
25126,Jn. Of Nagavara,Garuda Mall,9730,25,00:50,Friday,17-02-2024
25127,Jn. Of Nagavara,M.G. Road (Mayo Hall),11078,27,09:30,Tuesday,21-02-2024
25128,Jn. Of Nagavara,Hennur (Bagalur RD),11160,30,01:40,Sunday,04-02-2024
25129,Jn. Of Nagavara,Kothanur,11851,32,09:30,Sunday,22-02-2024
25130,Jn. Of Nagavara,Church Cross (Bagalur RD),14825,34,00:00,Saturday,07-02-2024
25131,Jn. Of Nagavara,Chakkalatti,12987,27,21:50,Thursday,17-02-2024
25132,Jn. Of Nagavara,Bagalur,10124,30,11:40,Tuesday,14-02-2024
25133,Jn. Of Nagavara,State Bank  (Electronic City),10235,25,07:40,Saturday,09-02-2024
25134,Jn. Of Nagavara,Koodlu Gate,13511,29,20:30,Monday,13-02-2024
25135,Jn. Of Nagavara,Konappana Agarahara,12188,32,00:40,Saturday,01-02-2024
25136,Jn. Of Nagavara,Anepalya,8950,17,12:50,Friday,24-02-2024
25137,Jn. Of Nagavara,Adugodi,8236,17,22:00,Tuesday,25-02-2024
25138,Jn. Of Nagavara,Ayyappaswami Temple (Madiwala),9995,32,22:20,Thursday,04-02-2024
25139,Jn. Of Nagavara,Tavakal Mosque,19729,40,19:30,Sunday,25-02-2024
25140,Jn. Of Nagavara,Dell Complex,22346,32,18:30,Monday,12-02-2024
25141,Jn. Of Nagavara,Indian Express,26542,33,21:10,Friday,21-02-2024
25142,Jn. Of Nagavara,HSR Layout (BDA Complex),25100,38,02:40,Sunday,25-02-2024
25143,Jn. Of Nagavara,DELL Complex (Hero Honda),23211,37,04:10,Friday,21-02-2024
25144,Jn. Of Nagavara,Singasandra,16810,35,13:50,Saturday,16-02-2024
25145,Jn. Of Nagavara,P.E.S. College,15782,42,20:10,Tuesday,10-02-2024
25146,Jn. Of Nagavara,Junnasandara Gate,10698,25,03:10,Tuesday,24-02-2024
25147,Jn. Of Nagavara,Dodda Kannelli,11961,27,00:20,Wednesday,11-02-2024
25148,Jn. Of Nagavara,Ambedkar Nagar (Sarjapura Rd),14487,29,09:00,Thursday,23-02-2024
25149,Jn. Of Nagavara,Kodathi Gate,16201,42,18:30,Tuesday,29-02-2024
25150,Jn. Of Nagavara,Shoole Kunte,15490,35,19:20,Monday,22-02-2024
25151,Jn. Of Nagavara,Choudenahall Gate,19779,37,19:00,Friday,17-02-2024
25152,Jn. Of Nagavara,Chambenahalli Gate,16204,34,21:10,Monday,02-02-2024
25153,Jn. Of Nagavara,Depot - 15,12150,27,01:00,Sunday,13-02-2024
25154,Jn. Of Nagavara,Ibbalur,10602,25,11:10,Thursday,01-02-2024
25155,Jn. Of Nagavara,Dommasandra Circle,19625,45,01:30,Sunday,15-02-2024
25156,Jn. Of Nagavara,Yamare Village,17070,39,05:40,Monday,01-02-2024
25157,Jn. Of Nagavara,Sompura Gate,13843,29,19:10,Thursday,15-02-2024
25158,Jn. Of Nagavara,Sarjapura,15590,30,08:50,Monday,22-02-2024
25159,Jn. Of Nagavara,Trinity Circle (Church),21104,32,03:00,Sunday,11-02-2024
25160,Jn. Of Nagavara,Frazer Town (Post Office),21045,32,11:20,Tuesday,09-02-2024
25161,Jn. Of Nagavara,Sarai Palya (Vidyasagar Cross),11811,29,14:00,Saturday,29-02-2024
25162,Jn. Of Nagavara,St Johns Hospital,9787,19,19:00,Thursday,06-02-2024
25163,Jn. Of Nagavara,Krupanidhi College,11423,27,11:10,Tuesday,20-02-2024
25164,Jn. Of Nagavara,Vivek Nagar Cross,8796,20,22:00,Tuesday,20-02-2024
25165,Jn. Of Nagavara,Sonkad Gate,11728,27,18:10,Tuesday,01-02-2024
25166,Jn. Of Nagavara,Electronic City (Hosur Rd),10977,19,23:10,Monday,15-02-2024
25167,Jn. Of Nagavara,Madiwala Market,12756,37,01:20,Monday,17-02-2024
25168,Jn. Of Nagavara,Byatarayanapura Police Station,21290,39,02:40,Tuesday,29-02-2024
25169,Jn. Of Nagavara,BWSSB Quaters,19205,46,13:10,Sunday,07-02-2024
25170,Jn. Of Nagavara,M.G. RD (Manipal Centre),18151,30,09:40,Friday,22-02-2024
25171,Jn. Of Nagavara,Muttanalur Cross,14431,32,22:10,Thursday,14-02-2024
25172,Railway Gate (Frazer Town),Philips (Ulsoor Lake),22335,33,12:20,Tuesday,02-02-2024
25173,Railway Gate (Frazer Town),Binnamangala,20613,32,03:10,Sunday,15-02-2024
25174,Railway Gate (Frazer Town),Benniganahalli,19850,32,01:20,Saturday,08-02-2024
25175,Railway Gate (Frazer Town),Cantonment RLWY Station,19003,32,06:50,Wednesday,20-02-2024
25176,Railway Gate (Frazer Town),Depot - 10,24186,33,04:50,Tuesday,29-02-2024
25177,Railway Gate (Frazer Town),Varthurkodi,22823,33,10:10,Friday,03-02-2024
25178,Railway Gate (Frazer Town),Marathahalli (Jn. Vartur and O,17361,25,01:30,Tuesday,10-02-2024
25179,Railway Gate (Frazer Town),Raja Rajeshwari Talkies,18085,32,11:20,Thursday,29-02-2024
25180,Railway Gate (Frazer Town),Koramangala (Jn. Ejipura RD),19831,32,23:40,Tuesday,28-02-2024
25181,Railway Gate (Frazer Town),GPO,17440,22,11:50,Tuesday,13-02-2024
25182,Railway Gate (Frazer Town),Koramangala (80 FT RD),13732,30,01:20,Tuesday,24-02-2024
25183,Railway Gate (Frazer Town),Koramangala (SONY World),16590,40,19:40,Saturday,18-02-2024
25184,Railway Gate (Frazer Town),Kaggadasapura Jn (Big Bazaar),22434,42,06:00,Monday,24-02-2024
25185,Railway Gate (Frazer Town),K. R. Puram Rlwy Station,17779,25,17:10,Wednesday,29-02-2024
25186,Railway Gate (Frazer Town),ITI Bus Stop,16243,30,04:30,Sunday,06-02-2024
25187,Railway Gate (Frazer Town),Vannar Pete,15738,30,11:50,Friday,02-02-2024
25188,Railway Gate (Frazer Town),Passport Office,18463,30,05:30,Thursday,12-02-2024
25189,Railway Gate (Frazer Town),Ashwath Nagar (Telecom Colony),11620,24,06:30,Saturday,10-02-2024
25190,Railway Gate (Frazer Town),Hennur Bande,13415,30,14:00,Monday,29-02-2024
25191,Railway Gate (Frazer Town),8th Mile (Tumkur RD),16061,22,04:30,Saturday,17-02-2024
25192,Railway Gate (Frazer Town),White Field Post Office,11331,20,09:10,Friday,13-02-2024
25193,Railway Gate (Frazer Town),Amanath Bank Stop,16526,30,22:30,Wednesday,01-02-2024
25194,Railway Gate (Frazer Town),Hennur Cross,9800,19,11:00,Wednesday,17-02-2024
25195,Railway Gate (Frazer Town),Venketeshpuram02,12605,29,01:40,Thursday,17-02-2024
25196,Railway Gate (Frazer Town),Govardhan Turning,10271,30,01:40,Tuesday,02-02-2024
25197,Railway Gate (Frazer Town),M E I Factory,13034,29,08:40,Monday,27-02-2024
25198,Railway Gate (Frazer Town),Dasarahalli (Tumkur Rd),10337,19,19:50,Tuesday,26-02-2024
25199,Railway Gate (Frazer Town),Bowring Institute (SBI),10460,27,13:10,Monday,19-02-2024
25200,Railway Gate (Frazer Town),Siddapur,8489,17,12:30,Wednesday,04-02-2024
25201,Railway Gate (Frazer Town),NGV Center,18575,30,10:30,Friday,14-02-2024
25202,Railway Gate (Frazer Town),Koramangala 1st Block,18027,30,00:00,Monday,07-02-2024
25203,Railway Gate (Frazer Town),Coles park,18424,32,03:20,Monday,28-02-2024
25204,Railway Gate (Frazer Town),Fraser town (Doddi stop),14702,42,01:20,Friday,25-02-2024
25205,Railway Gate (Frazer Town),MEI (Tumkur RD),17205,30,09:00,Sunday,07-02-2024
25206,Railway Gate (Frazer Town),Jalahalli Cross,14106,34,21:30,Monday,09-02-2024
25207,Railway Gate (Frazer Town),Basaveshwara Circle (L.H.),13064,29,18:20,Wednesday,25-02-2024
25208,Railway Gate (Frazer Town),Richmond Circle (Opp Bangalore,11676,29,04:40,Friday,19-02-2024
25209,Railway Gate (Frazer Town),Kathariguppe,7434,17,07:30,Saturday,23-02-2024
25210,Railway Gate (Frazer Town),Madiwala Masjid,10179,19,03:10,Thursday,12-02-2024
25211,Railway Gate (Frazer Town),Adugodi Police Quarters,8917,17,09:20,Wednesday,28-02-2024
25212,Railway Gate (Frazer Town),Lake Side Hospital,7053,17,23:20,Friday,06-02-2024
25213,Railway Gate (Frazer Town),Bangalore Club (Richmond Circl,8853,19,16:30,Wednesday,11-02-2024
25214,Railway Gate (Frazer Town),Domlur,10873,27,16:40,Friday,27-02-2024
25215,Railway Gate (Frazer Town),Halasuru (Ulsoor) Lake,10228,27,16:40,Wednesday,27-02-2024
25216,Railway Gate (Frazer Town),Yeshwantpur Junction,10756,27,00:30,Tuesday,25-02-2024
25217,Railway Gate (Frazer Town),Brigade Road (St Patricks Chur,8779,25,05:00,Saturday,14-02-2024
25218,Railway Gate (Frazer Town),Kogillu Cross,9726,30,01:00,Saturday,12-02-2024
25219,Railway Gate (Frazer Town),Jeevanbhima Nagar,7055,20,17:00,Friday,23-02-2024
25220,Railway Gate (Frazer Town),Indira Nagar Police Station,7791,17,00:10,Friday,15-02-2024
25221,Railway Gate (Frazer Town),J.C. Nagar,7224,20,02:00,Saturday,20-02-2024
25222,Railway Gate (Frazer Town),K.G. Halli,11920,27,09:20,Saturday,17-02-2024
25223,Railway Gate (Frazer Town),Govindapura Cross,15818,36,10:40,Sunday,25-02-2024
25224,Railway Gate (Frazer Town),Arabic college,10734,27,06:00,Thursday,21-02-2024
25225,Railway Gate (Frazer Town),Kengeri,12035,27,14:10,Thursday,28-02-2024
25226,Railway Gate (Frazer Town),Mylasandra (Mysore Raod),14750,30,04:50,Sunday,23-02-2024
25227,Railway Gate (Frazer Town),Corporation (Kalinga RD),13158,29,19:50,Tuesday,07-02-2024
25228,Railway Gate (Frazer Town),Corporation Office,11829,27,17:10,Thursday,15-02-2024
25229,Railway Gate (Frazer Town),IIM-B,11364,27,09:50,Friday,02-02-2024
25230,Railway Gate (Frazer Town),Lalbagh Main Gate,12526,20,06:20,Friday,12-02-2024
25231,Railway Gate (Frazer Town),Purnima Bus Stop,14521,30,19:10,Saturday,01-02-2024
25232,Railway Gate (Frazer Town),G.D. Marra (J.P. Nagar 3rd Ph),14510,29,20:10,Monday,08-02-2024
25233,Railway Gate (Frazer Town),BTM Check Post,12251,20,04:50,Friday,05-02-2024
25234,Railway Gate (Frazer Town),BIAL Bus Stop,12204,29,00:20,Thursday,19-02-2024
25235,Railway Gate (Frazer Town),Malleshwaram 18th Cross,12036,27,21:50,Sunday,19-02-2024
25236,Railway Gate (Frazer Town),Madiwala (Check Post),10933,27,01:00,Thursday,15-02-2024
25237,Railway Gate (Frazer Town),Bangalore University Gate,14324,20,00:30,Monday,12-02-2024
25238,Railway Gate (Frazer Town),Panthara palya,15647,30,19:00,Tuesday,06-02-2024
25239,Railway Gate (Frazer Town),Vinayaka Stop,16713,30,06:00,Saturday,15-02-2024
25240,Railway Gate (Frazer Town),Jaraganhalli,15183,30,23:50,Friday,09-02-2024
25241,Railway Gate (Frazer Town),Metro Mall (Kanakapura RD),16354,30,12:10,Monday,10-02-2024
25242,Railway Gate (Frazer Town),Sarakki Gate,12408,20,20:30,Sunday,27-02-2024
25243,Railway Gate (Frazer Town),Jayadeva (Opp Shoppers Stop),13088,29,19:20,Saturday,24-02-2024
25244,Railway Gate (Frazer Town),Byatarayanapura (Blry RD),13553,29,07:30,Monday,01-02-2024
25245,Railway Gate (Frazer Town),Esteem Mall,16262,22,07:00,Saturday,16-02-2024
25246,Railway Gate (Frazer Town),Jal Bhavan (Bannerghatta RD),16358,30,03:20,Sunday,17-02-2024
25247,Railway Gate (Frazer Town),Kodihalli,15000,25,02:00,Monday,17-02-2024
25248,Railway Gate (Frazer Town),Electric Stop (Manipal Center),17154,50,14:10,Saturday,01-02-2024
25249,Railway Gate (Frazer Town),Cunnighama Road,14041,29,09:30,Friday,16-02-2024
25250,Railway Gate (Frazer Town),Jn. of Koramangala 80ft RD,12952,40,22:20,Sunday,20-02-2024
25251,Railway Gate (Frazer Town),Bommanahalli,15577,22,04:30,Monday,17-02-2024
25252,Railway Gate (Frazer Town),Hotel Windsor Manor (Le Meride,4799,10,13:00,Wednesday,05-02-2024
25253,Railway Gate (Frazer Town),Halasuru (Ulsoor),10766,27,12:00,Monday,17-02-2024
25254,Railway Gate (Frazer Town),Taj Residency,9027,25,15:30,Sunday,28-02-2024
25255,Railway Gate (Frazer Town),Agara,9678,22,06:20,Wednesday,13-02-2024
25256,Railway Gate (Frazer Town),Accenture,9109,25,11:50,Tuesday,29-02-2024
25257,Railway Gate (Frazer Town),Kalyananagar,9755,25,05:50,Wednesday,10-02-2024
25258,Railway Gate (Frazer Town),Infosys (Parking Lot),6981,20,23:50,Saturday,09-02-2024
25259,Railway Gate (Frazer Town),Corporation (Kasturba Road),9299,19,14:40,Sunday,10-02-2024
25260,Railway Gate (Frazer Town),Hotel Le Meridean,13880,20,09:20,Saturday,29-02-2024
25261,Railway Gate (Frazer Town),Military Accounts Office (Trin,18680,35,13:40,Sunday,13-02-2024
25262,Railway Gate (Frazer Town),Command Hospital,14620,34,05:40,Friday,10-02-2024
25263,Railway Gate (Frazer Town),Hotel Leela Palace (Opp Royal,8347,20,16:20,Sunday,19-02-2024
25264,Railway Gate (Frazer Town),Borewell (Marathahali RD),6253,15,13:00,Sunday,14-02-2024
25265,Railway Gate (Frazer Town),Central Silk Board (Hosur RD),12326,38,01:30,Sunday,03-02-2024
25266,Railway Gate (Frazer Town),Minerva Circle,2694,5,01:10,Tuesday,28-02-2024
25267,Railway Gate (Frazer Town),Marathalli Bridge,1278,5,15:30,Thursday,28-02-2024
25268,Railway Gate (Frazer Town),HAL Main Gate (OPP),1425,5,12:50,Thursday,24-02-2024
25269,Railway Gate (Frazer Town),Koramangala Water tank,6533,20,16:30,Wednesday,01-02-2024
25270,Railway Gate (Frazer Town),Jn.of Sarjapur RD,4410,15,09:20,Friday,24-02-2024
25271,Railway Gate (Frazer Town),Intel,3874,10,04:10,Tuesday,17-02-2024
25272,Railway Gate (Frazer Town),Marathahalli Bridge (ORR),3188,10,00:20,Wednesday,21-02-2024
25273,Railway Gate (Frazer Town),Chikkalasandra Bus Stand,5779,20,04:30,Monday,19-02-2024
25274,Railway Gate (Frazer Town),Padmanabhanagara,6184,15,04:50,Friday,15-02-2024
25275,Railway Gate (Frazer Town),Dalmiya Circle (J.P. Nagar 3rd,5764,15,11:20,Monday,26-02-2024
25276,Railway Gate (Frazer Town),Vijaya College,4555,10,10:40,Friday,06-02-2024
25277,Railway Gate (Frazer Town),Kalyananagar,7516,20,01:10,Monday,20-02-2024
25278,Railway Gate (Frazer Town),Kempe Gowda Bus Station,5643,15,16:30,Monday,27-02-2024
25279,Railway Gate (Frazer Town),Hotel Grand Ashoka,6061,15,22:30,Wednesday,22-02-2024
25280,Railway Gate (Frazer Town),Rajajinagar/Navaranga,7025,15,07:20,Tuesday,04-02-2024
25281,Railway Gate (Frazer Town),Malleshwaram Bus Station,5347,15,04:40,Tuesday,29-02-2024
25282,Railway Gate (Frazer Town),Sadashivanagar Bhashyam Circle,5252,15,01:30,Friday,04-02-2024
25283,Railway Gate (Frazer Town),Kuvempu Nagar (BTM Layout),4260,10,02:50,Saturday,15-02-2024
25284,Railway Gate (Frazer Town),Bamboo Bazaar,6820,15,02:50,Wednesday,06-02-2024
25285,Railway Gate (Frazer Town),Coles RD (Jn. Of Netaji RD),6589,20,11:00,Tuesday,03-02-2024
25286,Railway Gate (Frazer Town),Venketeshpuram01,7683,20,09:50,Saturday,13-02-2024
25287,Railway Gate (Frazer Town),Thanisandra Petrol Bunk,8720,25,04:00,Sunday,29-02-2024
25288,Railway Gate (Frazer Town),RK Hegde nagar,7125,20,00:30,Monday,10-02-2024
25289,Railway Gate (Frazer Town),Diamond District,3107,10,01:50,Wednesday,12-02-2024
25290,Railway Gate (Frazer Town),Shivaji Nagar Bus Station,4054,10,23:50,Friday,28-02-2024
25291,Railway Gate (Frazer Town),Vasanth Nagar (Ambedkar Bhavan,4782,15,19:00,Tuesday,07-02-2024
25292,Railway Gate (Frazer Town),K Narayanapura Cross (RK Hegde,7182,20,02:50,Friday,09-02-2024
